0.60822433,0.6346314,0.6524574,0.65903455,0.6518897,0.6300684,0.59512395,0.55101097,0.5027717,0.45473945,0.40942675,0.36787736,0.3312091,0.30207717,0.28466704,0.2828209,0.2974116,0.32496655,0.358941,0.39313984,0.4249573,0.4559532,0.48921853,0.5255751,0.5616801,0.59156996,0.6103578,0.6171646,0.61527425,0.60994,0.6059566,0.60669976,0.6145527,0.6313178,0.6574912,0.690713,0.72490954,0.75152826,0.76285475,0.7557301,0.73331696,0.70352703,0.6748091,0.6518039,0.63357115,0.61544347,0.59315586,0.5663975,0.5393705,0.51799893,0.50571007,0.50065994,0.4962681,0.48466653,0.46077174,0.4244771,0.37999427,0.3333735,0.2901732,0.2545886,0.2298667,0.21884745,0.22366798,0.24467175
0.5681007,0.6154778,0.65082365,0.66976136,0.67266047,0.6638573,0.6500474,0.63790363,0.6313867,0.6298849,0.6283594,0.6197228,0.59835184,0.5629295,0.51721394,0.46851307,0.42485777,0.3924275,0.37442234,0.3715481,0.38327858,0.40876374,0.44680446,0.49520764,0.5503384,0.60747075,0.6618519,0.70980895,0.7491796,0.7788844,0.79817414,0.8063791,0.80351865,0.79122,0.77287275,0.7524409,0.7325682,0.71346295,0.6936218,0.671962,0.6496455,0.6299695,0.6161796,0.6087392,0.6040928,0.59590167,0.5779824,0.5471179,0.50425124,0.453859,0.4023921,0.35682705,0.32374018,0.3086184,0.31492484,0.34281784,0.3880484,0.44193557,0.4930456,0.5303107,0.54638994,0.53981286,0.51505953,0.48074162
0.28144056,0.29593068,0.31218845,0.33037177,0.34891117,0.36510774,0.3769632,0.38495567,0.3925295,0.40494382,0.42704582,0.4609487,0.50453514,0.55143046,0.59265095,0.6194653,0.6263296,0.6125706,0.5820991,0.54152757,0.49787515,0.45702338,0.42331535,0.39979616,0.38825193,0.38864383,0.39834675,0.4120468,0.42279133,0.4238277,0.41030198,0.38011587,0.33398235,0.27524772,0.20990181,0.14658016,0.09587613,0.06841143,0.07185434,0.10796083,0.17112367,0.24947453,0.32843867,0.3954055,0.44357237,0.47339472,0.4911899,0.5056502,0.5237546,0.5476315,0.57347214,0.5928578,0.5960452,0.57602,0.53170276,0.46885514,0.3981079,0.33088884,0.2751931,0.23331942,0.20261197,0.17847349,0.15761714,0.13960741
0.60069627,0.54697347,0.47544733,0.39866263,0.32973933,0.2792909,0.25336874,0.2525191,0.27187565,0.30236062,0.33302817,0.35411805,0.35981056,0.34953153,0.32724315,0.2992135,0.27159396,0.24910069,0.23514682,0.2326123,0.24401315,0.27052572,0.31056076,0.3592825,0.40993902,0.45645007,0.49555165,0.5269701,0.55157685,0.5690949,0.5773179,0.5736004,0.5575583,0.5329493,0.5072752,0.48918694,0.48508292,0.49658492,0.5199611,0.54761374,0.57092875,0.5832798,0.58190984,0.5679302,0.54465395,0.5153877,0.48198903,0.4448165,0.40372074,0.3592069,0.3131155,0.2687074,0.2303335,0.20277667,0.19021216,0.1949002,0.21610123,0.24985236,0.28988302,0.32933074,0.36254403,0.38633963,0.40037635,0.40655446
0.61495,0.65555584,0.6727076,0.6632875,0.6296305,0.57888293,0.5213468,0.46785688,0.42684305,0.4022237,0.39308146,0.39521575,0.40369895,0.41507906,0.42816058,0.4432354,0.46068096,0.48024893,0.5016911,0.52604127,0.55602014,0.5945529,0.6419963,0.69401973,0.7419258,0.77555317,0.7871173,0.7738667,0.7385109,0.68788916,0.63099164,0.5769886,0.5332815,0.5036305,0.48702925,0.4782939,0.470669,0.45943466,0.44455165,0.43066746,0.4243101,0.4298769,0.44686794,0.4700915,0.49272737,0.5103638,0.5235629,0.5374426,0.55852246,0.59058356,0.6317936,0.6746898,0.709167,0.72704625,0.72588503,0.7099939,0.68810016,0.6689462,0.65723383,0.6520373,0.64830095,0.64027977,0.62484825,0.60295457
0.35945433,0.37483692,0.3977595,0.43043432,0.4740133,0.5258049,0.5784245,0.6219321,0.64790606,0.6530169,0.6400486,0.61606747,0.58913577,0.5654406,0.54791206,0.5362531,0.5277367,0.5183301,0.5040952,0.48275632,0.4548541,0.4237197,0.39411983,0.37043414,0.35558388,0.35113668,0.35782564,0.37542853,0.4019332,0.4331307,0.46381328,0.49035725,0.5129323,0.5354669,0.5631103,0.59889674,0.64191085,0.6879837,0.73196983,0.76968294,0.79832447,0.8158827,0.8209205,0.81355286,0.7968706,0.7771238,0.7616368,0.7552479,0.7575284,0.76281214,0.7632217,0.75280803,0.73025554,0.6988157,0.664165,0.6320668,0.60724807,0.5934342,0.5934463,0.6085197,0.6371386,0.67454237,0.71382403,0.7484126
0.56543654,0.5575401,0.54780304,0.54292417,0.5457828,0.55344266,0.5583667,0.552045,0.5290283,0.48939618,0.4386663,0.38539803,0.33770987,0.30031723,0.27337515,0.25350046,0.23628043,0.21891238,0.20169145,0.1877938,0.18174288,0.18754329,0.20738788,0.24125464,0.28713652,0.34149352,0.39972162,0.45665476,0.50716466,0.5468718,0.5729198,0.5846468,0.583795,0.5738517,0.5584946,0.53981656,0.51747,0.4895183,0.45466605,0.41449004,0.37418702,0.34131497,0.3232473,0.3246501,0.34598073,0.38329664,0.4291664,0.47433746,0.5098061,0.5288558,0.5285448,0.5101967,0.4787376,0.4411351,0.40455398,0.37491944,0.35627475,0.3508001,0.359041,0.38003293,0.41139075,0.44959155,0.49046177,0.52963924
0.37137413,0.3618375,0.36546832,0.3754108,0.38574982,0.3942618,0.40280983,0.41517732,0.43371677,0.4569419,0.4796035,0.49525246,0.49979857,0.4940222,0.48363954,0.47689468,0.48094392,0.49882194,0.52832294,0.56305027,0.59486,0.6164937,0.62344277,0.6146702,0.59232235,0.56080586,0.5256233,0.49225783,0.4652423,0.44741616,0.4393665,0.4392042,0.44294524,0.44560468,0.44267282,0.4313163,0.4108267,0.38244322,0.34913963,0.31578425,0.28935686,0.2783352,0.29059628,0.3302101,0.39461753,0.47399402,0.5537314,0.61933064,0.661534,0.679181,0.67839646,0.6687192,0.6583967,0.65123874,0.6461402,0.6387654,0.62411004,0.59895015,0.5637544,0.5236884,0.4880007,0.46718845,0.4684181,0.49117634
0.36624599,0.3385811,0.31137648,0.28562906,0.26355582,0.24769565,0.23917313,0.23639965,0.23552433,0.23266335,0.22641306,0.21878672,0.21387123,0.2152052,0.22374383,0.23768288,0.25393698,0.26991212,0.2842375,0.29621077,0.30488813,0.30899474,0.3079244,0.30287203,0.29676417,0.29258472,0.29119274,0.290449,0.28665787,0.2775404,0.2646281,0.2532366,0.24987991,0.25879684,0.2797744,0.30839214,0.3381395,0.36290246,0.378608,0.38380477,0.37968457,0.3700066,0.3608473,0.35970345,0.37366033,0.407007,0.45931363,0.52503896,0.5950756,0.65966105,0.71141523,0.74727106,0.7686478,0.7799832,0.7863398,0.79108727,0.7946016,0.7945081,0.7872943,0.77040136,0.7436119,0.70901316,0.66979396,0.6289146
0.67407054,0.6967327,0.7140554,0.7282506,0.7397683,0.7464161,0.7433819,0.724626,0.6855139,0.6256223,0.55017745,0.4691531,0.39435786,0.3359334,0.2998548,0.28729525,0.29566497,0.3203648,0.356168,0.39766574,0.43906033,0.4741856,0.49748355,0.50580466,0.49996856,0.4848495,0.46758717,0.4547988,0.4503783,0.45502335,0.46735585,0.48540607,0.50720644,0.5303032,0.55119115,0.5658603,0.57152843,0.5682344,0.55871856,0.5463592,0.532676,0.51636875,0.494539,0.46491304,0.4272404,0.3830427,0.3344221,0.283258,0.23142245,0.18147865,0.13684054,0.10096175,0.07613451,0.06291208,0.06060191,0.068294525,0.085482575,0.11186738,0.14681436,0.18917742,0.23767339,0.2913465,0.34961513,0.41183084
